indice,tiempo_s,velocidad_mps,velocidad_sin_media
599,59.90099999999997,1.021,0.0829626865671641
600,60.00099999999999,1.121,0.1829626865671642
601,60.10100000000001,1.153,0.21496268656716422
602,60.2,1.117,0.1789626865671642
603,60.30399999999999,1.039,0.10096268656716412
604,60.40099999999997,0.93,-0.008037313432835758
605,60.503,0.902,-0.03603731343283578
606,60.602999999999966,0.974,0.03596268656716417
607,60.70099999999998,1.079,0.14096268656716415
608,60.80199999999998,1.14,0.2019626865671641
609,60.90099999999997,1.111,0.17296268656716418
610,61.000000000000014,0.997,0.05896268656716419
611,61.09999999999998,0.929,-0.009037313432835758
612,61.2,0.957,0.018962686567164155
613,61.30399999999999,1.023,0.0849626865671641
614,61.39999999999999,1.086,0.14796268656716427
615,61.503,1.111,0.17296268656716418
616,61.60100000000001,1.096,0.15796268656716428
617,61.70099999999998,1.007,0.06896268656716409
618,61.801,0.927,-0.01103731343283576
619,61.89999999999999,0.973,0.03496268656716417
620,62.000000000000014,0.987,0.04896268656716418
621,62.102999999999966,1.075,0.13696268656716415
622,62.2,1.076,0.13796268656716426
623,62.30399999999999,1.048,0.10996268656716424
624,62.39999999999999,0.957,0.018962686567164155
625,62.50199999999997,0.923,-0.015037313432835764
626,62.60100000000001,0.907,-0.031037313432835778
627,62.7,0.969,0.030962686567164166
628,62.801,0.997,0.05896268656716419
629,62.89999999999999,1.013,0.0749626865671641
630,63.00099999999999,0.974,0.03596268656716417
631,63.10199999999999,0.908,-0.030037313432835777
632,63.2,0.892,-0.04603731343283579
633,63.30399999999999,0.971,0.03296268656716417
634,63.39999999999999,1.057,0.11896268656716413
635,63.50199999999997,1.101,0.16296268656716417
636,63.604,1.061,0.12296268656716414
637,63.69899999999997,1.01,0.0719626865671642
638,63.801,0.911,-0.027037313432835774
639,63.89999999999999,0.906,-0.03203731343283578
640,64.00000000000001,0.905,-0.03303731343283578
641,64.10199999999999,0.966,0.027962686567164163
642,64.2,1.032,0.09396268656716422
643,64.30399999999999,1.039,0.10096268656716412
644,64.39999999999999,0.984,0.04596268656716418
645,64.50199999999997,0.94,0.0019626865671641402
646,64.60299999999997,0.909,-0.029037313432835776
647,64.7,0.954,0.015962686567164153
648,64.801,1.008,0.0699626865671642
649,64.89999999999999,1.143,0.2049626865671642
650,64.99899999999998,1.085,0.14696268656716416
651,65.10299999999997,1.033,0.09496268656716411
652,65.2,0.94,0.0019626865671641402
653,65.30399999999999,0.863,-0.07503731343283582
654,65.40099999999997,0.92,-0.018037313432835766
655,65.50399999999998,0.997,0.05896268656716419
656,65.604,1.083,0.14496268656716416
657,65.70099999999998,1.083,0.14496268656716416
658,65.80199999999998,1.044,0.10596268656716423
659,65.89999999999999,0.963,0.02496268656716416
660,66.00000000000001,0.923,-0.015037313432835764
661,66.104,0.947,0.008962686567164146
662,66.2,1.005,0.06696268656716409
663,66.30499999999996,1.005,0.06696268656716409
664,66.40099999999997,1.005,0.06696268656716409
665,66.503,0.951,0.01296268656716415
666,66.60499999999998,0.936,-0.0020373134328357523
667,66.70200000000001,0.951,0.01296268656716415
668,66.80199999999998,1.028,0.08996268656716422
669,66.90099999999997,1.088,0.14996268656716427
670,67.00099999999999,1.054,0.11596268656716424
671,67.104,1.068,0.12996268656716425
672,67.20099999999998,0.968,0.029962686567164165
673,67.30499999999996,0.944,0.005962686567164144
674,67.402,0.938,-3.7313432835861526e-05
675,67.50399999999998,0.996,0.05796268656716419
676,67.604,1.057,0.11896268656716413
677,67.70099999999998,1.039,0.10096268656716412
678,67.80199999999998,1.021,0.0829626865671641
679,67.902,0.972,0.03396268656716417
680,68.00199999999997,0.869,-0.06903731343283581
681,68.10299999999997,0.855,-0.08303731343283582
682,68.20200000000001,0.918,-0.02003731343283577
683,68.306,1.044,0.10596268656716423
684,68.40099999999997,1.099,0.16096268656716417
685,68.50399999999998,1.047,0.10896268656716412
686,68.60299999999997,0.978,0.039962686567164174
687,68.70099999999998,0.919,-0.019037313432835767
688,68.80199999999998,0.936,-0.0020373134328357523
689,68.902,0.99,0.051962686567164185
690,69.00099999999999,1.055,0.11696268656716413
691,69.104,1.046,0.10796268656716423
692,69.20200000000001,1.01,0.0719626865671642
693,69.306,0.938,-3.7313432835861526e-05
694,69.40099999999997,0.883,-0.0550373134328358
695,69.50399999999998,0.881,-0.0570373134328358
696,69.60499999999998,0.933,-0.005037313432835755
697,69.70299999999999,1.054,0.11596268656716424
698,69.80300000000001,1.118,0.1799626865671643
699,69.902,1.095,0.15696268656716417
700,70.00199999999997,1.01,0.0719626865671642
701,70.104,0.898,-0.040037313432835786
702,70.20200000000001,0.879,-0.0590373134328358
703,70.30699999999997,0.885,-0.0530373134328358
704,70.40299999999998,0.956,0.017962686567164154
705,70.50500000000001,1.022,0.08396268656716421
706,70.60299999999997,1.03,0.09196268656716422
707,70.70299999999999,1.003,0.06496268656716409
708,70.80399999999999,0.896,-0.04203731343283579
709,70.90299999999998,0.827,-0.11103731343283585
710,71.00199999999997,0.865,-0.07303731343283582
711,71.10499999999998,0.972,0.03396268656716417
712,71.20200000000001,1.065,0.12696268656716414
713,71.306,1.124,0.1859626865671643
714,71.402,1.073,0.13496268656716415
715,71.50500000000001,0.956,0.017962686567164154
716,71.604,0.84,-0.09803731343283584
717,71.70299999999999,0.84,-0.09803731343283584
718,71.80399999999999,0.923,-0.015037313432835764
719,71.90299999999998,1.003,0.06496268656716409
720,72.003,1.097,0.15896268656716417
721,72.10799999999996,1.097,0.15896268656716417
722,72.20200000000001,1.06,0.12196268656716425
723,72.306,0.945,0.006962686567164145
724,72.402,0.905,-0.03303731343283578
725,72.50399999999998,0.962,0.02396268656716416
726,72.604,1.059,0.12096268656716413
727,72.70299999999999,1.17,0.23196268656716412
728,72.80300000000001,1.164,0.22596268656716412
729,72.90299999999998,1.09,0.15196268656716427
730,73.00199999999997,1.007,0.06896268656716409
731,73.10199999999999,0.944,0.005962686567164144
732,73.20200000000001,0.996,0.05796268656716419
733,73.306,1.073,0.13496268656716415
734,73.402,1.103,0.16496268656716417
735,73.50399999999998,1.104,0.16596268656716429
736,73.60600000000001,1.087,0.14896268656716416
737,73.70200000000001,0.953,0.014962686567164152
738,73.80199999999998,0.924,-0.014037313432835763
739,73.902,0.983,0.04496268656716418
740,74.003,1.035,0.09696268656716411
741,74.104,1.12,0.1819626865671643
742,74.20299999999999,1.09,0.15196268656716427
743,74.30699999999997,1.025,0.0869626865671641
744,74.402,0.938,-3.7313432835861526e-05
745,74.50500000000001,0.902,-0.03603731343283578
746,74.604,0.931,-0.007037313432835757
747,74.70299999999999,1.01,0.0719626865671642
748,74.80399999999999,1.073,0.13496268656716415
749,74.90299999999998,1.088,0.14996268656716427
750,75.003,1.034,0.09596268656716422
751,75.10299999999997,0.937,-0.0010373134328357514
752,75.20199999999996,0.926,-0.012037313432835761
753,75.306,0.95,0.011962686567164149
754,75.402,1.043,0.10496268656716412
755,75.50499999999995,1.142,0.2039626865671641
756,75.60599999999995,1.145,0.2069626865671642
757,75.70299999999999,1.077,0.13896268656716415
758,75.80399999999999,0.994,0.05596268656716419
759,75.90299999999998,0.949,0.010962686567164148
760,76.003,0.905,-0.03303731343283578
761,76.10799999999996,0.945,0.006962686567164145
762,76.20299999999999,1.015,0.0769626865671641
763,76.306,0.982,0.04396268656716418
764,76.40099999999997,0.952,0.013962686567164151
765,76.50499999999995,0.863,-0.07503731343283582
766,76.60599999999995,0.837,-0.10103731343283584
767,76.70199999999996,0.871,-0.06703731343283581
768,76.80299999999995,0.889,-0.049037313432835794
769,76.90299999999998,1.035,0.09696268656716411
770,77.003,1.094,0.15596268656716428
771,77.10499999999998,1.025,0.0869626865671641
772,77.20299999999999,0.931,-0.007037313432835757
773,77.30699999999997,0.872,-0.06603731343283581
774,77.402,0.823,-0.11503731343283585
775,77.50499999999995,0.885,-0.0530373134328358
776,77.60199999999999,0.95,0.011962686567164149
777,77.70299999999999,0.967,0.028962686567164164
778,77.80399999999999,1.02,0.08196268656716421
779,77.902,0.976,0.03796268656716417
780,78.003,0.829,-0.10903731343283585
781,78.109,0.815,-0.12303731343283586
782,78.20199999999996,0.848,-0.09003731343283583
783,78.30699999999997,0.959,0.020962686567164157
784,78.402,1.049,0.11096268656716413
785,78.50899999999997,1.096,0.15796268656716428
786,78.60199999999999,1.075,0.13696268656716415
787,78.70199999999996,0.891,-0.04703731343283579
788,78.80299999999995,0.838,-0.10003731343283584
789,78.90599999999996,0.733,-0.20503731343283582
790,79.00599999999999,0.747,-0.1910373134328358
791,79.11099999999995,0.9,-0.038037313432835784
792,79.20599999999997,0.979,0.040962686567164175
793,79.306,0.951,0.01296268656716415
794,79.402,0.891,-0.04703731343283579
795,79.503,0.804,-0.13403731343283576
796,79.60799999999996,0.781,-0.15703731343283578
797,79.70099999999998,0.775,-0.16303731343283578
798,79.80199999999998,0.8,-0.13803731343283576
799,79.90099999999997,0.934,-0.004037313432835754
800,80.00499999999995,1.0,0.061962686567164194
801,80.10199999999999,0.937,-0.0010373134328357514
802,80.20599999999997,0.699,-0.23903731343283585
803,80.30999999999996,0.626,-0.3120373134328358
